,content
990," 댓글 이벤트  제주항공 사이판 운항 날짜는  월  일?

제주항공이 국내 항공사 중 유일하게 괌&사이판을 모두 취항한다는 사실! 알고 계셨나요?
옴마~ 알고 있었다구요?
그럼 제주항공이 사이판 운항을... http://fb.me/36wZjn4iK "
991,"국토부 공무원들이 해외출장시 항공사로부터 120만원 짜리 좌석을 340만원 급으로 승급혜택을 받았는데, '관련업체에게 100만원 이상 향응받으면 해임'이라는 복무행동강령에 따라 해임된 이는 한명도 없다. 공직자란 '공공연하게 직을 이용해먹는 자'이다."
992,수술은 어제 받을예정이었 는데 미국은 의 료민영화로 수술이1억 가꺼이 든다길래 내읿비행기로한굯서수술합니다 병원징 단서를 항공사애보내주니 다행 히 표는바로 구하 수있었습니다.사실손상태는 생각보다안좋습닉다만 반녕정도 재활하면 다핼 히감각은 돌아온가합니 다
993,"국토교통부, 국내 취항 중인 항공사 안전정보 공개 http://goo.gl/HFw0B2 "
994,"주문한다. 그렇게 여러번 전화하다보면, 나보도 여행사 직원이냐는등의 말을 하면서 살살돌리다. 결국 저렴한 가격에 끊을 수 있게 되는데..끝까지 항공사에서 협조를 안해줄경우에는 큰 여행사에 문의해서 가격대를 맞춰서 예약해달라고 하면 백발박중"
995,"나의 항공권 저렴하게 끊는 노하우를 공유하자면 ITA 매트릭스 인데, 항공사 자사의 홈페이지를 비교하여 금액을 뽑아준다. 어떤 웹사이트는 비슷한 금액이 나오기도 하고 아니기도한다. 그럴떄는 ITA에서나오는 부킹코드를 정해서 이 코드로 확인해달라고"
996,연 490억원 수요의 삼성전자의 출장전담 항공사 첫 선정을 앞두고 입찰업체들이 벙어리 냉가슴을 앓고 있다네요. 선정돼도 마냥 좋아할 수 없는 속사정이 있군요. http://goo.gl/yv2Z5h 
997,일본 도쿄 상공에서 우리 국적 여객기가 다른 국적 여객기와 공중 충돌할 위기를 모면한 것으로 밝혀졌습니다. 이에대해 에어부산 항공사 측은 나리타공항 관제센터 측의 관제 실수가 명백하다고 해명했습니다. http://bit.ly/1uRhFbe 
998,"항공사와 편명, 날짜를 입력하면 해당하는 항공기의 좋은 좌석을 알려주는 사이트 http://www.seatguru.com/ "
999,엘론 머스크가 이끄는 민간우주항공사 SpaceX가 그들의 상업우주항(space port)를 텍사스로 정했다고 - http://goo.gl/KYN6an 
1000," 제주항공 페이스북 오픈 1000일! 추카추카 이벤트 

2014년 8월 4일 382,364 명의 팬이 좋아하는 제주항공 페이스북!
국내 항공사 페이스북 중 최다 팬 수를 자랑하는 제주항공 페이스북이 팬... http://fb.me/6owFfoJCh "
1001,"아..힘내셔요. RT @ttasia: 제주공항 던킨과 편의점음식이 동났고, 전화도 잘안터진다. 항공사에서 나오라는 시간보다 3시간 일찍 나왔건만 우리가족앞에는 1000명이 대기중."
1002,제주도에 도민들이 출자한 '항공사 협동조합'을 세우려는 초유의 실험이 시작됐다고 합니다. '하늘 버스'를 만드는 건데요. 들여다봤습니다. http://www.hani.co.kr/arti/society/area/648708.html  
1003,또 항공기 사고입니다. 110명의 승객을 태운 알제리 항공사 소속 항공기가 이륙 50분 만에 레이더에서 사라졌습니다. 알제리 당국은 사건 경위를 조사중입니다. 외교부는 한국인 탑승객 여부를 확인 중입니다.  http://www.pressian.com/news/article.html?no=118977  
1004,글로벌 항공사 대한항공 @wonil_twit 님이 홍콩서점에서 평소 구독하시는 항공잡지8월호를 보다가반가워서 한컷 보내주셨어요~ 너무 감사드립니다^0^금일 트윗기는 홍콩에서 착륙할께요~ 내일만나요~^_^  pic.twitter.com/BQGhcTiyOJ
1005,"이스라엘군, 팔레스타인 가자지구 공습 15일째 현재까지 집계된 희생자 600여 명. 부상자는 수천 명에  달해. 팔레스타인 난민들은 현재 가자지구 69곳의 학교에 분산돼 있는 것으로 알려져. 한편 미 유럽 항공사, 이스라엘 노선 운항 중단 결정."
1006,과거에 비행기 사고가 있었던 항공사의 비행기를 타지 않는게 좋을까? http://fivethirtyeight.com/features/should-travelers-avoid-flying-airlines-that-have-had-crashes-in-the-past/   답은 No. 하지만 재밌는 점은 안전한 항공사라는게 분명 존재한다고. 주로 선진국의 항공사들이 그렇다고.
1007,"만약 짐을 많이 가지고 비행기를 탈 계획이라면, 항공사를 잘 고르는 게 좋겠다. 항공사별로 초과요금이 6배나 차이 나는 것으로 나타났다. http://huff.to/1rsZSZv  pic.twitter.com/aBAxZ5GgRi"
1008,여보세요 거기가 AOA항공사인가요? 제가 단발머리를 하러 가려고 하는데 어떤 티켓을 끊어야 하나요? [MPD/직캠] 140717 AOA - 단발머리(Short Hair) / full shot.ver: http://youtu.be/RF_oEvPmYWE 
1009,이런 항공사가 있었으면 나는 VVIP 회원이 아니었을까. 초아가 너무 조아!!!! [MPD/직캠] 140717 초아(Cho-A in AOA) - 단발머리(Short Hair): http://youtu.be/ekG9T1Wtmp0 
1010,"<올해 최고의 항공사는?> 
 어느 항공사일까요?  캐세이퍼시픽항공이 올해 최고의 항공사로 선정됐습니다.  
http://w3.sbs.co.kr/news/newsEndPage.do?news_id=N1002490190   pic.twitter.com/qTkA1fTWbH"
1011,"항공사는 좋겠다. 승무원 직원 교육을 학원에서 해주고, 학교에서 해주고. 뽑아서 시키기만 하면 돼. 그런 학과가 은근 많지. 회사에서 가르쳐야 할 일을 내 돈 내고 배우는..."
1012,"연착으로 짜증난 승객들을 위해 어떤 기장이 사비를 털어가며 재치를 발휘.

""우리 항공사는 미국에서 가장 값싼 항공사지만 난 값 싼 기장이 아닙니다  ""막 여러분들을 위해 피자를 주문했습니다"" 푸하~유쾌해 pic.twitter.com/tcQVsAwW3h"
1013,항공사 유류할증료 감추는 '꼼수' 사라진다 항공권이나 항공권 포함 여행상품의 가격을 유류할증료 공항이용료 등을 포함한 총액운임으로 표시하도록 하는 항공법 시행령 개정안이 15일부터 시행 (국토교통부) http://w3.sbs.co.kr/news/newsEndPage.do?news_id=N1002475610  
1014,"-_- 서울행이 걱정되어 항공사에 전화를 걸어 '이번 올라오고 있는 너구리때문에 항공가능여부 문의드려요""하고 말하고 반대편도, 나도 웃음을 참고.. 아-"
1015,"요즘 아시아나 비행기 지연과 결항을 자주 반복적으로 하고있다. 안내 데스크의 직원에게 항의성 이야기를 하니 다른 항공사도 마찬가지라고 이야기 한다. 내가 오늘 본 보딩 현황판에 지연 되는 것은 아시아니와 제주, 부산항공 등 군소항공 뿐인데 ~쩝!"
1016,중국에서 돌아오려던 동방항공 비행기가 예정보다 시간 늦게 도착하는 일이 벌어졌습니다. 기다림에 지친 탑승객들은 항공사의 대응에 불만을 호소하며 탑승을 거부해 상당수가 현지에 남았습니다.http://is.gd/cHSSnD 
1017,오늘새벽 1시쯤 중국 장사공항에서 인천공항으로 출발해야 할 동방항공여객기 MU 2023편이 9시간가량 지연돼 승객 100여명이 불편을 겪었습니다. 승객들은 항공사측이 충분한사과와 설명이 없었다며 항의했습니다. http://bit.ly/TVerGB 
1018,"<Air France를 타면 안 되는 25가지 이유> Air France는 전 세계에서 여전히 원숭이를 죽음의 실험실로 운반하는 유일한 주요 항공사로, 매년 10,000마리 이상의 원숭이가 미국의 실험실로... http://dw.am/L1kQIp "
1019,영국 항공사가 승객의 기분에 따라 색이 바뀌는 기내 담요를 선보였습니다. http://bit.ly/1otGzvq 
1020,"나이제한 없다던 국내항공사 승무원, 사실은 27살 기준? http://durl.me/74eo8o "
1021,"연합뉴스가 대형오보를 냈습니다.
25년전 파산한 팬암항공사가 추락했다고 속보를 냈고
연합뉴스와 제휴된 언론사들이 관련기사를 퍼나르다가 다같이 오로라하게 망했습니다.... http://fb.me/3ZkNPSKeB "
1022,"이시각 연합뉴스 기레기 클라쓰.jpg
참고로 팬암 항공사는 90년대에 망함 "
1023,.@YTN24 정신 좀 차립시다. 팬암 항공사가 뭔지는 압니까? http://en.wikipedia.org/wiki/Pan_Am_Flight_151  
1024, @YTN24: 남아프리카공화국에서 승객 39명을 태우고 뉴욕으로 향하던 미국 팬암항공사 여객기가 라이베리아에서 실종됐다고 현지 언론이 보도했습니다. http://is.gd/c6TbRh   팬암보도    23년 전에 폐업한 항공사가 지금 실종됨!
1025,24시간 동안 중동을 가르는 비행기의 궤적... 보기는 아름다우나 전세계항공사들에 의한 지구공기오염 너무심각. 유엔차원의 신속한 접근필요. 지구온난화 원인중의 하나로 추정.  http://durl.me/73kbrq 
1026,"미국 항공사 마일리지 제도가 탑승거리에서 구매금액 기준으로 변해가고 있네요. 사우스웨스트(2011.3.1~), 델타항공(2015.1.1~)에 이어 유나이티드항공이 내년 3월부터 변경한다고 발표. pic.twitter.com/zwwFvlMujp"
1027,베트남의 저가 항공사가 실수로 탑승객들을 목적지와 다른 공항에 내려주는 황당한 사고가 발생했습니다. 
1028,"항공기와 택시 거리와 요금까지    
그리고 항공사 통합운항표까지   감동입니다. 어제 새벽 오늘 공연팀 리허설까지 마치고 오눌 아침에 확인하고 좀 전에 김해공항에 랜딩했습니다. 
도움 주신 분들 정말 감사해요."
1029,"후레자식들 국민들 후려먹은좋냐@ph_TB: 유럽길 싸진다 vs 국내 항공사 죽는다. - 우린 대체 언제까지 똥바가지 뒤집어 써가면서 대기업 먹여살려야하죠? 삼성이 베트남에 또 10억 달러를 투자했다죠? http://m.media.daum.net/m/media/hotnews/rankingnews/popular/newsview/20140617161507329  """
1030,"정부 산하 부처 고위 공무원을 사칭하여
방송국, 항공사 간부들과 친분을 과시하며
취업지망생들을 상대로 
3천여만원씩을 받아 가로챈 일당을 검거했습니다.
금뱃지를 들먹이던 이분들 최소 은팔찌.
금정경찰서 소식입니다."
1031,저가 항공사의 약자를 뜻하는 LLC는 로리콘이라는 약자입니다.
1032,## <브라질 월드컵. 현장에서> '축구의 나라' 브라질의 항공사 GOL. 영어의 GOAL. 
1033,"국토부, 아시아나 사이판 노선 일주일 운항정지 : 항공사고가 아닌 규정 위반으로 항공사가 운항을 정지당하는 것은 이번이 처음...수십억원 손실 예상 http://yna.kr/mkRoUKbDAOw?input=http://www.twitter.com  "
1034,"[뉴스데스크-""폭탄 있다"" ""술 내놔라"" '통제 불능' 승객들에 항공사 몸살] 작년 기내서 문제 생겨 신고된 건수 8000여건, 6년전보다 16배 증가. 폭행등 종류 다양http://bit.ly/1ouQ6CV "
1035,"[제주항공, 2014 고객사랑 브랜드대상 수상]

팬 여러분, 축하해주세요!
중앙일보 이코노미스트에서 주관하는 '2014 고객사랑 브랜드 대상' 에서 제주항공이 저비용 항공사 부문 대상을 수상하는 쾌거를... http://fb.me/6D6CHCkEy "
1036,델타항공강추.한국출발이면 한국말로 서비스 해주는게 당연하다 생각했고 한국산 물품을 썼으며 음식도 매번 한식이 포함됐었고 모니터도 아주 다양했고 한국항공사들 젊고 이쁜 아가씨들 보기 안쓰러운데 델타는 노련하고 젊잖았다.또 마일리지가 대한항공으로 연계된다
1037,장애인 승객이 페북으로 공개한 '진에어 서약서' http://i.wik.im/171884  by @hong0009 @JINAIR_LJ 당시 항공사로부터 서약서 작성을 요구받은 변재원씨가 서약서를 촬영한 사진입니다 pic.twitter.com/SpmJniWBdN
1038,"휠체어를 탄 장애인 탑승객에게만 서약서를 쓰게 한 항공사가 공개돼 장애인 차별 논란이 일고 있다.
'당신에게 장애가 있다면 탑승전 서약서를 쓰셔야 합니다.' - 진에어  http://goo.gl/mIwFPS "
1039," 진에어, 장애인 건강상태는 본인 책임  http://m.khan.co.kr/view.html?artid=201405112135475&code=940202   진에어(Jin Air)는 대한항공에서 100% 출자한 저가 항공사 "
1040,장애인 차별했다는 '진에어'! 다리가 불편해 지팡이 짚는 청년에게 항공사측이 휠체어를 제공해줘 기분좋았는데...승객 300명중 유일하게 항송사 무책임을 서약토록해 부글부글! 
1041,"""@jerryyang_kr모 통신사는 희쟁자 해지수수료 내라고 그랬지 @firstnarrative:수학여행 취소 관련하여 중국동방항공에서  취소 수수료를 면제해주겠다고... 타국 항공사가 자국 정부보다 낫다. https://twitter.com/firstnarrative/status/464616110504304640/photo/1pic.twitter.com/fWalU7mf9Y """
1042,중국항공사가 수학여행 항공권 취소수수료를 면제해주는데 생까고 있는 교육부 생퀴들은 뭐하나?
1043,"본인과실로 항공표를 날려먹고, 항공사 욕을 하는 네이버 블로거지가 있군요. 안타깝습니다. 국제선은 LCC든 아니든 최소 2~3시간 전에 도착하는게 맞는데 말이죠! http://blog.naver.com/diekatze4444/110189508741  "
1044,"아부다비의 Etihad라는 항공사에서 만든 The Residence라는 최고급 객실. 작은 고급아파트, 아니면 호텔스위트룸을 기내로 옮겨놓은 것 같은 느낌.

http://www.youtube.com/watch?v=UEhl8GyXfBY   중동의 오일부자들이 타게될듯..."
1045,"세계 최악의 보스를 뽑는 국제노총의 투표에서 5일 현재 이건희 회장이 1위를 달리고 있습니다 (51%), 2위는 카타르 항공사장 알 베이커 (22%), 3위는 루퍼트 머독 뉴스코퍼레이션 사장. 24일까지 진행 http://congress2014.ituc-csi.org/boss "
1046,"""국민 안전이 우선"" 항공사 협박에 맞선 영국정부 http://omn.kr/7vew  김성수 기자"
1047,아시아나 대한항공 등 7개 항공사는 세월호참사에 따른 불안으로 학생단체항공권을 취소할 경우 이달말까지 국내 전 노선에 걸쳐 수수료를 받지 않습니다. 이스타항공도 학생 단체예약 취소수수료를 면제해주기로 했습니다. 
1048,"<세월호참사> 7개 항공사, 수학여행 취소로 인한 환불수수료 면제 http://durl.me/6tk9rg  돈벌레들.구라치고 있네! 정부가 천재지변 약관 들이대며 수수료 못받게 했잖아..."
1049,"<세월호 침몰> 7개 항공사, 수학여행 취소로 인한 환불수수료 면제."
1050,"윗선의 지시를 어기면 곤란한 위계적 조직 체계가 전문가의 손과 발을 묶는다. 한국이 심하고, 한국어 특성이 더욱 그렇게 하도록 부추기는 경향이 있어 모 항공사는 운항 중 조종실 내에서 영어만 쓰도록 강제한다 한다."
1051,"트위터로 어메리칸 에얼라인 항공사에 테러 위협 장난을 해서 체포된 네덜란드의 14세 소녀가 신고 들어간 후 당황해서 한 트윗들이 웃김. 가장 웃긴건 이거: ""혹시 몰라서 FBI 트위터 블락했다"" http://i.imgur.com/Eva596u.png "
1052,"성수기엔 못쓰는 항공사 마일리지, 주말엔 못쓰는 영화관 포인트. 마일리지는 '무상 서비스'가 아니라 쓰고 싶을 때 쓰는 '소비자 권리'로 봐야죠. http://goo.gl/bYZ267  pic.twitter.com/2cjaLwSPOC"
1053,2. 피피와 있는게 너무 행복했기에 피피를 데려오고 싶기도 했다. 그러나 문의했던 국내선 항공사들은 모두 애완동물을 태울수 없다는 답변을 해왔고 그럼 이틀동안 버스를 타고 다르로 가야했다. 다르에서 항체가 생기는 한달여를 매여있거나 가둬져 있어야했다.
1054,"##일본 스카이마크 항공사 여승무원 유니폼 파문확산. 국토교통상 ""미니 유니폼, 보안업무에
적절한지 주시하겠다"". 객실승무원 노조 유니폼 수정 요구. 항공사 ""새 기종 도입 기념 노선, 기간 한정 유니폼"" "
1055,"말레이시아 항공 여객기가 실종된지 열흘째입니다.수색작업은 카자흐스탄에서 인도양 남쪽까지 확대됐지만 어떤 단서도 발견되지 않고 있습니다.항공사, 말레이시아 당국의 초동 대처에 대한 비난이 커지고 있습니다.http://is.gd/FWCElg "
1056,어젯밤 인천공항을 출발해 필리핀으로 향하던 항공기가 엔진 이상으로 회항하면서 승객 170여명이 큰 불편을 겪었습니다. 항공사측은 조류가 엔진과 충돌하는 '버드스트라이크'로 인해 이상이 발생했다고 해명했습니다. http://bit.ly/1iQ7fSU 
1057,"'중국순교자여단' 말레이시아 여객기 실종 사고가 자신들의 소행이라고 주장. ""중국의 위구르족 탄압에 보복""이란 입장. 말레이시아 정부와 항공사, 중국 정부에 이 같은 내용의 파일을 보낸 것으로 전해져. http://bit.ly/1cL51X6 "
1058,"스타얼라이언스(@staralliance) 골드 회원이 되시면 스타얼라이언스 제휴항공사 이용시 다양한 혜택을 받으실 수 있다는 점, 알고 계신가요? http://bitly.com/1nzpj70 "
1059,"239명 탑승 말레이시아 항공 여객기 연락두절: 239명이 탑승한 말레이시아 항공 여객기가 중국 베이징으로 가던 중 연락이 두절됐다고 항공사가 8일 밝혔다.
    말레이... "
1060,강우일 주교는  김수환 추기경이 출타하실때 비서가 항공사에 김수환 추기경 예약확인을 부탁했다. 항공사 직원이 김수환씨는 있는데  추기경씨는 없다고 답했다 며  염추기경도 너무 유명해지지 마시고 길에서 사람들이 못알아보는 복을 받으시길 바란다 고 말했다
1061,아시아나항공이 저비용 항공사의 공세에 대해 적극적인 대응에 나섭니다. 아시아나항공은 다음 달 초부터 승객이 항공권을 일찍 구매하면 대폭 할인해주는 '얼리버드' 프로모션을 시작할 계획이라고 밝혔습니다. http://is.gd/4HcYFP 
1062,'너무 짧다' 일본 스튜어디스 초미니 유니폼 논란 http://i.wik.im/161937  by @enkelee  일본 저가 항공사 스카이마크의 스튜어디스 초미니 유니폼이 논란에 휩싸였습니다. 
1063,"비행기 타는 동안 어쩔 수 없이 꺼둬야 했던 휴대용 전자기기, 이제 대한항공, 아시아나항공, 진에어 3개 항공사를 이용할 때는 휴대용 전자기기 사용이 가능합니다. http://korealand.tistory.com/2999 "
1064,"모레부터 비행기 이착륙 때도 전자기기 사용 다음달 1일부터 대한항공, 아시아나항공, 진에어 등 3개 항공사 비행기를 타면 이착륙 때도 휴대용 전자기기를 사용할 수 있어 음성통화나 문자메시지 데이터 송수신은 여전히 금지돼"
1065,해외여행 갈 때 항공권이 상대적으로 싼 외국계 저비용항공사 이용하는 분들 많으실텐데요. 이용객이 증가하면서 소비자피해도 급증하고 있습니다. 일부 항공사는 피해처리를 전담하는 국내지사조차 없는것으로 조사됐습니다. http://me2.do/xjKP6dEk 
1066,"대한항공 등 국내 대형 항공사에 대해 소비자가 불만족하는 점은 항공료인것으로 나타났습니다. 시장조사전문기관 조사 결과, 대형 항공사에 대한 불만족 요인으로 61.7%가 항공요금이 저렴하지않다는 점을 꼽았습니다. http://bit.ly/1cm5OaY "
1067,"이상한 공항에서 너를 만났어
받침 몇 개가 전부인 곳

나는 방금까지 서 있던 바닥을 빼서
네 앞에 놓아주고
우린 사선으로 혹은 지그재그로 걸었다
곧바로 무너져내리는 허공을
_임현정  무중력 항공사   꼭 같이 사는 것처럼 "
1068,"<상식이 부족>

아시아 승객에게 빠른 풀 악센트의 영어를 구사하는 외국 항공사 승무원은 국제선 경험이 없는 초짜 아니면 아시안 대부분이 각자의 고유 언어가 있고 영어는 제2외국어로 사용하고 있다는 기본상식도 없는것 아닐까?"
1069,"2년 월투 뛰니... 항공사에서...
비지니스 업그레이드를 해주네요
홍콩 가는 길이 해피
@partnervi 
#함께가는_이_길이_행복한_이유 pic.twitter.com/DVv8DJ4Oyn"
1070,"네덜란드 항공사 KLM, 최초로 페이스북과 트위터로 예약과 결제까지 할 수 있게 해. 메시지만 보내면 연결 경로 전달. http://f-st.co/F3Z7F6Z "
1071,"카드사 탈퇴시, 포인트는 소멸되지만 신용등급 떨어지지 않아. 항공사 마일리지도 남고 연말정산 시 카드사용액도 그대로 반영. 이번 정보 유출 3사의 경우, 탈퇴 고객이 손해보지 않도록 남은 포인트를 현금이나 상품권으로 반환."
1072,## 항공사 측은 '원하는 승객한테 밤 8시대 대한항공 또는 아시아나 편을 타게끔 해주고 20만 원 씩 보상한다는 입장을 밝혔다'는 내용입니다.
1073,2012년 항공사 영업이익률 Top 5 : 1위 에어아시아 22.6% / 2위 파나마의 코파항공 17.9% / 3위 일본항공 15.8% / 4위 라이언에어 14.7% / 5위 UPS항공 14.2%
1074,"항공사 매출순위 TOP 10('12년, 억불) 루프트한자 388, 유나이티드-콘티넨탈 371, 델타 366, 에어프랑스-KLM 330, 페덱스 271, 6)AA 248, 영국항공-이베리아 233, 에미레이트 211, ANA 178, 사우스웨스트 170"
1075,"가상프린트비용은 가상으로 지급하자: - 항공사가,배로 가면 며칠 걸릴 곳을 몇시간에 갈 수 있어 승객들이 숙식비를 아꼈으니, '가상숙식비'을 받겠다는 것과 무엇이 다른가경향신문 2014.1.13  ... http://bit.ly/1cergxs "
1076,"승무원의 이미지는 항공사가 성공한 남자들이 선호하는 스타일을 연구해서 농축시켜 놓은 것이라는 승무원의 고백. 실제로 승무원들이 성공한 남자들과 결혼을 많이 하는데 그 이유가 이런 것이라고 설명. 성공한 남자들이 선호하는 이미지는 청결, 고급, 단순"
1077,"스위스, 대한항공 등 11개 항공사에 128억여원 벌금 : 지난 2000~2005년 일부 항공사들이 미국으로 가는 항공화물의 요금, 연료 할증비, 전쟁위험 부담금, 세관 통과비용, 커미션 등 담합 행위 적발 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20140110185700088&source=http://www.twitter.com  "
1078,"9개 미국항공사 성적표. RT @WSJGraphics: Airlines ranked by on-time arrivals, extreme delays, mishandled bags and more."
1079,이르면 3월부터 항공기가 이착륙 할 때도 스마트폰과 태블릿PC 등 휴대용 전자기기를 자유롭게 쓸 수 있게 됩니다. 항공사들은 자체 안전성 평가를 거친 뒤 정부 승인을 받아 이르면 3월부터 허용할 계획입니다. http://bit.ly/1adKRkU 
1080,"국토부, '30시간 지연 출발' 이스타항공 특별점검 국토부는 지난해 말 발표한 항공 관행 개선대책에서 지연 결항률이 높은 국적 항공사에는 국제선 운수권 배분에서 불이익을 주겠다고 밝힌 바 있습니다. http://bit.ly/1liD5dM "
1081,"[2014. 1. 1부터 변경된 항공기 반입금지물품안내] 대한민국 공항에서 적용되는 기준이며, 목적지가 외국일 경우에는 해당국의 추가 금지물품이 있는지 항공사 또는 여행사로 확인하시기 바랍니다. http://twitpic.com/dr1or9 "
1082,"애) [영상] 이성열, 항공사 실수로 못 갈뻔한 사연
http://soty.sbs.co.kr/v3/m/post/sns?post_id=10007972792   양보하신 두분!!! 인피니트 팬이세요?"
1083,[영상] WESTJET 항공사의 기막힌 크리스마스 이벤트! http://youtu.be/zIEIvi2MuEk  뜻밖의 선물이 가져온 행복. 그나저나 양말+속옷 얘기한 아저씨 땅을 칠듯.  
1084,<SBS 8뉴스>'블랙리스트' 저가항공 한국에선 OK 유럽연합과 미국서 안전 상 이유로 운항 금지된 필리핀 저가 항공사 3곳 한국에선 여전히 운항 중. 외국 저가항공사 규제에 대한 국내법 미비한 탓. http://bit.ly/18WwhKD 
1085,"""여행사 유류할증료 비싸다 했더니..."" http://i.wik.im/152070  by @ctvkorea_com @ctvkorea 항공사가 고시한 유류할증료와 항공세 금액보다 더 많은 요금을 받아온 국내 온라인 여행사들이 무더기로 적발됐습니다."
1086,"내년 봄 항공료 26,000원으로 제주도로 떠나실 분들, 손!
국내 저가 항공사인 티웨이항공이 대구-제주 노선 예약 오픈을 기념해 특가 이벤트를 진행합니다*_* http://on.fb.me/1kUnkGV  pic.twitter.com/IMFaml4gHY"
1087,저비용 항공사 최초로 괌을 취항한 진에어는 인천-괌 노선을 하루 몇 회 운항할까요??(왕복기준)^ ^ 이벤트 참여하고 진에어타고 괌으로 떠날 기회를 잡아보세요(기간:~29일 ) 이벤트참여하기  http://bit.ly/1bSUo2G 
1088,"캐나다 웨스트젯 항공사의 놀라운 크리스마스 이벤트. 산타가 탑승 게이트에서 원하는 크리스마스 선물을 물어본 후 비행 시간 동안 직원들이 해당 선물을 사서 도착할 때 준다는 엄청난 기획. 과연 그 결말은?

https://www.facebook.com/photo.php?v=741055085922854  "
1089,이정도는 돼야 고객감동이라고.. @searcherJ: WestJet항공사의 크리스마스 이벤트인데 아이디어도 좋고 크리스마스의 따뜻한 기분이 느껴지는 것도 좋다. (http://youtu.be/zIEIvi2MuEk  
1090,"중-미가 방공식별구역에 서로 군용 전투기를 출격시키는 중에도 미국은 자국민 안전을 고려해 민간항공사에 대해서는 '중국에 비행계획을 제출하라'고 하는데, 우리 국토부는 '제출말라'고 항공사에 지침을 내렸단다. 민간항공기를 놓고 위험한 도박을 할 참인가?"
1091,"@dogsul #humorIN #퇴근길유머_ ""흔한 항공사의 기내 안전 수칙 안내 영상"" http://www.youtube.com/watch?v=DtyfiPIHsIg   버진 아메리카의 기내 안전 수칙 안내 영상. 감독은 존추라고 합니다."
1092,"""항공사 사고시 운항정지"" 항공안전관리 강화 추진 : 조종사 기량등급제 도입 검토 민관항공안전위 안전종합대책 초안 발표 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20131126141200003&source=http://www.twitter.com  "
1093,인도네시아 수마트라 주의 시나붕 화산이 연이어 분출하면서 최고 단계의 경보가 내려졌습니다.정부는 수천 명을 긴급 대피시키고 각 항공사에 우회 운항을 통보했습니다.9월부터 다시 분출을 시작한 시나붕 화산은 곧 폭발할 것이라는 경고가 잇따르고 있습니다.
1094,리처드 브랜슨이 기획하는 우주여행 상품을 비트코인으로 살 수 있게 함. http://edition.cnn.com/video/data/2.0/video/business/2013/11/22/qmb-virgin-galactic-bitcoin-richard-branson-intv.cnn.html   #cnn 브랜스의 전화 인터뷰. 비트코인 엄청 칭찬. 만일 버진 항공사까지 비트코인 결제를 도입한다면 그땐 정말 난리날 듯. 돈 벌 기회.
1095,"대한항공이 선보이는 세계 최고급 샴페인, 페리에-주에가 일등석 및 프레스티지석에서 제공됩니다^^ 명품 항공사로 거듭나기 위한 최고급 서비스, 기대해주세요 기사 보기 >> http://me2.do/G4B88wKK "
1096,소셜을 활용해 매출을 700% 신장시킨 항공사 KLM http://bit.ly/1fkwHll 
1097,"100명 태운  기장의 실수 ""비행기 추락중"" 방송 : 승객들 공포에 몰아넣은 대소동 일어나 항공사 ""승무원에게 알리는 과정에서 부주의하게 기내방송시스템(PA) 작동시켰다"" 해명 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20131115146300009&source=http://www.twitter.com  "
1098,"북극항로를 이용해 미주 노선을 운항하는 항공사들이 승객들이 노출되는 우주방사선량을 공개키로 했습니다. 대한항공은 지난달부터 홈페이지에 방사선량을 공개하고 있고, 아시아나도 18일부터 공개할 예정입니다.  http://goo.gl/zgo7qi "
1099,"항공, 여행, 관광에 종사중인 분들 알아두면 좋을 10 Aviation Trends. 항공사 수익 효자제도가 Bag fee군요. 여성 파일럿에 대한 조사결과도 흥미롭네요 http://flip.it/8xHfB "
1100,"' 북북서로 진로를 돌려라 의 제목에 관하여' http://itsgut.tistory.com/715  ""영화에 노스웨스트 항공사가 등장하는 것은 이 제목을 두고 던진 농담이다."""
1101,"<SBS 8뉴스>""뚱뚱해서 비행기 못 태운다"" 한 프랑스 청년이 뚱뚱하다는 이유로 영국 항공사로부터 탑승을 거부 당해. 남성이 결국 배를 타고 돌아가기로 결정하면서 차별 논란 일고 있어. http://bit.ly/1dU2xSO "
1102,"구글링하다 전세계 항공사, 항공편의 실제 좌석배치도와 불편한자리, 편한자리를 구분해서 보여주는 페이지를 알게됐다. 깨알같은 정보에 이미지도 깔끔. http://www.seatguru.com  앱스토어에는 앱으로도 있슴. 짱짱맨!"
1103,2백만 마일 비행거리 돌파하면 사은품 안 주냐고 항공사분한테 또 농담 거니까 3백만 돌파한 분도 많다고....흑~~~~인생 사는데 그저 침묵이 제일인 거 같아요
1104,최고의 (미국내) 항공사라고 생각하는 버진 아메리카의 새 기내안전 비디오. 정말 대박입니다. 보통 아무도 안보는 영상인데 또 보고 싶게 만드네요. 역시 버진! https://www.youtube.com/watch?v=DtyfiPIHsIg  
1105,"인종차별에 대한 어느 항공사 승무원의 재치있는 대응. 유쾌, 상쾌, 통쾌하네요. "
1106, @hwsearth:  막무가내 진상 승객  국내 항공사들  골머리  http://ln.is/chosun.com/tw/YdPB   어의없군요!
1107,항공사 마일리지로 잡지구독을 할수있게 도와주는 사이트 https://magsformiles.com  귀찮게 항공사사이트에 로그인할 필요없이 잡지선택하고 집주소와 마일리지고객번호 입력하고 바로 구독가능.
