,content
168,"우와 ... 이게 현실화가 되는구나   

참 모자란 사람이다...
가족 관리가 그 모양인데
...
되겠냐? 

이 참에 확실한 전문경영인 뽑아서 진정한 국적항공사로 만듭시다. 

조양호, 대한항공 경영권 박탈 반대 36%로 '연임안 부결'(종합) http://yna.kr/AKR20190327050251003?input=tw  "
169,국토부는 몽골과 항공회담을 통해 30여년만에 인천~울란바타르 제2항공사 운수권을 확보하고 항공교통심의위 심사를 통해 이를 공정하게 배분했습니다. 기존 대한항공 좌석수는 계속 보장되므로 '대한항공 좌석일부 부당하게 회수했다'는 보도 (26일 한경)는 사실과 다릅니다. http://www.korea.kr/news/actuallyView.do?newsId=148858764  
170,"라트비아로 비행 스케쥴을 찾고 계신가요? 저희가 찾아드립니다!
2019년 5월 대한항공의 첫 전세기(차터)가 리가국제공항에 도착하는 순간, 역사상 처음으로 라트비아에 직항을 시작하는 한국의 첫 항공사가 될 것입니다! pic.twitter.com/ZducqcVcIw"
171,"대한항공, 기내 지도서 동해를  일본해 로 표기 https://news.v.daum.net/v/20181230131201954   '태극 마크' 단 국적 항공사, 책임 의식 부족 비판"
172,"#대한항공 은 12월 12일, 중국 시사일간지 #환츄스바오 (    ) 선정  중국인에게 사랑받는 최고의 외국 항공사  1위에 선정되었습니다. #신규노선취항, 쿠부치(   ) 사막 #대한항공_녹색_생태공원 조성, #꿈의도서실 기증 등의 노력이 높게 평가되었습니다.
 자세히: http://bit.ly/2UGJ4Am "
173,"미국의 항공사인 젯블루도 실리콘밸리에 벤처캐피탈회사를 만들고 여행관련 스타트업에 투자 https://www.jetblueventures.com/  대한항공이나 아시아나도 이렇게 해야 하는 것 아닌가. 여행, 항공업계만큼 기술발전에 큰 영향을 받는 업종이 있을까. 관련 스타트업에 관심을 기울여야."
174,"[필수여행팁] 오는 10월 28일(일)부터 #스카이팀 7개 항공사가 #대한항공 이 있는 #인천공항 #제2여객터미널(T2)로 이사온대요~ 공항 이용 시 꼭 참고하세요 
추가 이전 항공사: #아에로멕시코 #알리딸리아 #중화항공 #가루다항공 #샤먼항공 #체코항공 #아에로플로트 
 출처: 인천국제공항"
175,"항공기종에 따른 공간, 좌석 차이를 잘 분석한 글. 저도 기재를 보고 이왕이면 골라 타려는 편인데요, 8시간 넘는 비행에서는 충분한 이유가 됩니다. 경험상 747-8i가 항공사 관계없이 시설과 성능으론 최고 수준이라 생각.

비즈니스석하면 역시 대한항공? or아시아나항공? https://brunch.co.kr/@prestigegorilla/115  "
176,"#대한항공 은 최근 글로벌 항공동맹체 #스카이팀(SkyTeam) 회원 항공사 러시아 #아에로플로트 와 공동운항 노선을 확대하기로 했습니다 #블라디보스토크 #하바롭스크 #유즈노사할린스크 #러시아극동지역 #편리한스케줄 #여행객편의향상
 자세히: http://bit.ly/2NsfkCR  pic.twitter.com/FbRLbJTDZl"
177,"항공사 '갑질' 이번에는 아시아나...""속옷에 기수 새겨 선물""

회장 구속영장까지 청구된 대한항공 전철 밟을 수도

https://goo.gl/atQ2MS "
178,"[올인코리아] 아시아나항공사의 황당한 기내식 대란 http://m.allinkorea.net/38162 
네티즌 ""이사태가 대한항공었다면 즉사했을것..."""
179,"호남 기반 항공사 '에어필립' 50인승 소형항공기  광주~김포  하늘길 넓힌다 --대한항공, 진에어 못 죽여 난리더니 이거냐? http://news.chosun.com/tw/?id=2018062200133  "
180,"대한항공이 전세계 우수 항공사 평가에서 최하위권을 차지했다.

경영진이 그 모양인데 좋은 평가가 나올 수 없을 것. 혹시 밀수 순위라면 모를까. 

https://www.huffingtonpost.kr/entry/story_kr_5b18f107e4b0599bc6e08234  "
181,"대한항공이 전세계 우수 항공사 평가에서 최하위권을 차지했다
http://huffp.st/owhC7xW "
182,"항공업계의 UN, IATA 연차총회가 내년 6월 대한민국 서울에서 열립니다. 대한항공은 내년도 연차총회의 주관항공사로 선정되었습니다. 
#국제항공운송협회 #IATA #대한항공 
 자세히: http://blog.koreanair.com/1601  pic.twitter.com/w7t8zvYMG1"
183,"일부 병신들이 자랑스런 국적기 대한항공 죽인다는 이유로 발광을한다.

단순병 병신들아, 가족 갑질말고도 핵심은

항공사가 항공법 위반
항공사가 통관법 위반
항공사 관세사 연합 통관법 위반 
항공사가 불법 밀반입 주도
항공사가 불법 밀반입 독려
항공사 임원 술쳐먹고 기내난동 "
184,"""태극마크 달고 비행하는 모습이 모두에게 자랑스러운 항공사가 되기를""

조씨일가 갑질논란, 대한항공 직원들의 첫 촛불집회
https://youtu.be/h_xhap4HHyI 

#조씨일가OUT #대한항공의_주인은_직원"
185,"대한항공 현직 정비사 증언,

 조 회장 일가의 비행을 위해 다른 비행기에 있던 새 부품을 가져다 쓴 일도 있다. 

항공사 최후의 보루는  승객의 안전 이다. 사실이라면 법적 도덕적 책임을 따질 일이 아니다. 이들이 더이상 대한항공을 경영해서는 안될 것. 

https://m.huffingtonpost.kr/entry/korean-air_kr_5add388ce4b009869bfa9f48#cb  "
186,"조현민, 경영권 승계에 참여할 수 없다. 미국 국적의 조현민은 그룹 지주사인 한진칼 지분을 통해 대한항공, 진에어 등의 경영에 막강한 영향력을 행사했다. 국내법은 외국인이 항공사 경영에 주도적으로 참여할 수 없도록 이사회 자격을 불허하고 있기 때문. 

http://v.media.daum.net/v/20180419110316083  "
187,"검색해보니 대한항공 임산부 서비스는 2018년 1월 1일자로 중지되었고, 아시아나는 프리맘 서비스라는 이름으로 계속 운영중. 다른 항공사는 안 찾아봐서 모르겠다. 그런데 진짜 왜 없앤거...??? 그리고 없앴으면 안내라도 잘 해주든가... '도움이 필요한 승객'으로서 우선 탑승은 아직 가능한 듯."
188,"대한항공 조양호 집안은 마누라부터 자식 모두 양아치들이다. 마누라 이명희 수행기사는 하루를 쌍욕으로 시작해 씽욕으로 끝나는 지옥같은 직장을 석달만에 그만두었다. 쌍스런 집안이 태극마크 항공사를 운영하는 것은 대한민국 국격문제다. 즉각 중단시켜야 한다.
http://v.media.daum.net/v/20180417154840904  "
189,박창진이 항공사 재벌들의 '갑질' 처벌을 촉구했다 : 대한항공과 아시아나를 모두 언급했다 http://huffp.st/xKCYADy 
190,"#인천공항 #제2여객터미널
1월 18일 개장

인천공항 제2여객터미널은
4개의 항공사만 취항하니
착오 없이 이용해주세요!

대한항공, 델타항공, 에어프랑스, KLM항공
항공편 검색을 통해 터미널 확인 필수!

#더_넓고_더_높고_조금_더_빠르게
#많은_관심_부탁드립니다 pic.twitter.com/MLnMtTgeS7"
191,'인천공항 제2터미널' 시대 열렸다 오늘(18일) 정식 개장. http://bit.ly/2mHXdNs  대한항공 델타 에어프랑스 네덜란드 항공 등 4개 항공사 이용. 공항측은 제2터미널 개장으로 제1터미널과 합쳐 연간 이용객이 7200만 명으로 크게 늘어날 것으로 전망. pic.twitter.com/IWyaKCiu5J
192,"1월 18일, #인천국제공항 #제2여객터미널 개장#대한항공. #에어프랑스. #네덜란드항공(KLM). #델타항공. 이 4개 항공사의 여객기가 뜨고 내리게 되는데요. 그 외 이용객 편의를 위한 준비. 오늘, 현안조정회의에서 다뤄졌습니다. <내용 보기: http://fb.me/1rCEP4Ke7 > pic.twitter.com/TbMBzcmCnT"
193,"오는 18일 인천국제공항 제2터미널이 공식 개장함에 따라 인천공항에는 두 개의 관문이 생긴다. 제2터미널이 문을 열면 대한항공, 델타항공, 에어프랑스, KLM 4개 항공사는 제2터미널을 이용한다. 이들 항공사의 여객기를 타려면 제1터미널이 아닌 제2터미널로 가야 한다. "
194,"#대한항공 #Bombardier #CS300
대한항공이 아시아 항공사 중 최초로!
#봄바디어 차세대여객기를 도입합니다
하늘하늘 아름다운 CS300의 모습~ 
절대 놓치지 마세요!

#12월25일 #도착 #크리스마스선물
 자세히: http://bit.ly/2D9QNhl "
195,터미널을 잘못 찾아간 경우 셔틀버스 이동시간이 30분 이상 소요... '대한항공 공동운항편'을 이용하는 경우엔 두 항공사의 터미널 위치가 다르므로 더욱 유의할 필요가 있습니다.
196,"나리타 누른 인천공항 .. 미국 항공사 '일본 패싱'
중국 접근성 좋고 인프라 뛰어나
코드셰어 등 편의 제공도 장점
델타, 대한항공과 공동운항 확대
괌~나리타 등 직항노선 폐지도
 "
197,"2017년 3/4분기 항공사 영업이익
대한항공 4400억원
아시아나 1189억
제주항공 404억
 "
198,최근 해외항공사에서 일어난 고객응대문제가 남의나라 일인줄 알았는데 아니었군요. 대한항공이 이런일을 벌이시다니요. @KoreanAir
199,이정도면 대한항공은 그냥 shady한 깡패회사를 넘은 범죄집단으로 충분히 보여진다. 그러니 박창진 사무장이 저렇게 계속 남아서 고생을 혼자 한다고 하니 그냥 시간낭비로 밖에 생각이 안된다. 타항공사에서 다시 시작하는 게 나을지도...
200,세계 항공업계를 선도하는 글로벌 항공사 대한항공이 전세계 최고의 뮤직 페스티벌 #UltraKorea2017 화려한 무대에 오피셜 파트너로 함께합니다. pic.twitter.com/GX6ppzgwq8
201,"인천공항 제2터미널, 30분이면 출국수속 끝 http://news.chosun.com/site/data/html_dir/2017/02/27/2017022700126.html   대한항공과 델타항공 에어프랑스 KLM항공 등 4개 항공사가 2터미널로 이동 예정. 10월개장 예정. 기대중."
202,대한항공 정도 되는 항공사에서 기내 난동에 대비한 매뉴얼이 없을 리가 없다고 생각해요. 테이저건이든 스턴건이든 사용 훈련도 할거고. 하지만 실제로는 매뉴얼대로 못 할거에요. 왜냐하면 그랬다가는 어떤 이유를 대서든 자를테니까요.
203,"Korean Air - the airline of a new generation / 대한항공 - 새로운 시대를 여는 항공사  
https://commons.wikimedia.org/wiki/File:KAL_A380_HL7627_26jun14_LFBO.jpg  
@Gyrostat (Wikimedia) CC-BY-SA
#avgeek"
204,"내일 오전 후쿠오카발 인천행 대한항공도 결항떴네요
지금 후쿠오카에 계신 분들 항공사 홈페이지에서 꼭 확인하세요   pic.twitter.com/oo4xdSdvj6"
205,"#대한항공 은 지난 9월 29일 모스크바 프레지던트 호텔서 열린  2016 러시아 비즈니스 관광 & 마이스 어워드  시상식에서  비즈니스 여행객 최고 항공사  부문 1위를 차지하였습니다.
 기사보기: http://goo.gl/lvJv3Z "
206,"#대한항공 이 글로벌 항공동맹체 스카이팀(SkyTeam) 항공사인 #델타항공 과 오는 11월 2일부터 #공동운항 #코드쉐어 노선을 대폭 확대합니다.
 기사보기: http://goo.gl/kC0dDq "
207,"#대한항공 이 미주 노선을 운영하는 아시아 항공사 중 #항공보안 이 가장 우수한 항공사 중 하나라는 결과가 나왔습니다.
 기사: http://goo.gl/TdzMff  pic.twitter.com/J6ZqzGC75H"
208,#유럽_왕복 55만원? 중동 항공사들의 저가공세가 가능한 까닭은 : 대한항공 아시아나의 3분의 1 가격 http://chosun.com/tw/?id=2016062100483  
209,"[사회]대한항공 하네다 사고의 재구성 http://ddanzi.com/103072569  
하네다에서 승객 잘 대피시킨 대한항공, 안전한 항공사를 만들기 위해 권위주의와 싸운 결과였다. 근데 요즘은... #딴지"
210,"우리나라가 중국보다 앞섰던 적은 근 몇십년 정도뿐이다. 라는 말이 다시금 생각나는 기사. ""대한항공 김기장이 중국항공사로 떠난 후 남긴 말"" http://huff.to/1q72pKB  pic.twitter.com/mm6M9XtXTA"
211,대한항공 김기장이 중국항공사로 떠난 후 남긴 말 http://huff.to/1q72pKB 
212,"대한항공 중국항공사 이직, 김모 기장이 털어놓은 말입니다. http://www.wikitree.co.kr/main/news_view.php?id=254337    #대한항공"
213,대한항공이 아시아나항공을 제치고 이란으로 단독 직항편을 띄울 수 있게 됐습니다. 지금까지 국적 항공사가 이란에 여객기를 띄운 적은 한 번도 없습니다. http://bit.ly/1LWbqzZ  pic.twitter.com/SqTLc3HoZ7
214,항공업계의 맞수 대한항공과 아시아나 항공. 수천억 원 벌고도 울상인 항공사! 왜일까요? 당기순이익을 적자로 기록한 것은 바로 환차손 때문이라고 합니다. 그 이유는   http://bit.ly/1Hf7Gre 
215,"기내용 담요 항공사 쇼핑몰에서 팝니다. 은근 요긴하고 좋음. 근데 다들 비행기에서 몰래 들고 나온 건 줄 아는 단점이 있음.   

아시아나 : http://www.asianashop.com/shopping/shop/saleshop_detail.asp?item_code=11009300029&salebcode=28&salemcode=10&salescode=100&item_div=1  

대한항공 : https://www.e-skyshop.com:444/eskyshop/prod/prod_detail.aspx?Cate_Idx=0100000&prod_idx=5&oper_idx=5&M=Y  "
216,중국 국적 항공사들이 파격적인 조건으로 한국인 조종사들을 '블랙홀'처럼 빨아들이고 있습니다. #흔들리는_대한항공 아시아나 http://news.sbs.co.kr/news/endPage.do?news_id=N1003110765   pic.twitter.com/NX9rrFQLnj
217,대한항공의 '대한민국 100대 브랜드' 가치가 급락하면서 지난해 종합 6위에서 올해 45위로 떨어졌습니다. 항공사 1위 브랜드도 아시아나 항공에 내줬네요. http://goo.gl/VStI71  pic.twitter.com/RWxBH3pRli
218,"대한항공이 세계적인 인터넷신문 허핑턴포스트에서 베스트 이코노미석을 탑재한 10개의 항공사중 2위로 소개되었어요~대한항공으로 편안한 여행하세요^ ^
 기사바로보기(영문): http://goo.gl/bL3VdO "
219,"대한항공이 속한 스카이팀은 20개각 국의 항공사가 모인 최고의 항공 동맹체로, 전 세계 1052여개의 목적지로 매일매일 운항합니다.  스카이팀 자세히알아보기: http://www.skyteam.com/ko/ "
220,[제주행 대한항공 아시아나 2만원대 티켓 나와] 이들 사이트에 저가 항공사와 같은 파격 특가에 나온 것은 3월 제주도 여행이 비수기인데다 유류할증료는 작년동기 대비 83% 하락한 2천200원에 불과해  
221,"대한항공 발권실수, 불친절, 무성의 기타 등등 다 합쳐도 기내 난동은 안되는 거잖아...기내 난동은 뱅기 테러 취급 받는데....항공사가 조옷 같으면 기내 난동 이해된다는 식으로 좀 몰아 가지마."
222,대한항공 국제선 여객기내에서 50대 여성이 3시간 동안 남편을 상대로 고성을 지르고 접시를 던지는 등 난동을 부렸지만 항공사 대응은 소극적이었습니다. http://bit.ly/1CNh0hN 
223,"[대한항공 지난달 국제선 여객 1.2%감소] 국적 항공사 7곳 중 유일하게 감소해 아시아나항공은 국제선 여객이 8.8%증가했고, 저비용항공사들은 두자릿수 증가율을 기록. http://twr.kr/juu2 "
224,"정규재 선생의 대한항공 비판, 정확합니다. 조현아 하나의문제가 아니라 대한항공 오너와 직원 전체가 난장판, 즉 대한항공은 절대 이용할 수 없는 위험한 항공사란 시각입니다 http://sookut.com/880118893441 "
225,"체코항공이 체코의 국적 항공사이기는 하지만, 최대주주는 대한항공이죠. 대한항공 (44%), 트래블서비스 (34%), 체코아에로홀딩스 (19.74%) 순이죠. 이번에 경악한 체코 친구들이 많았던 이유죠. 아는 사람들은 다 아는 이야기죠."
226,"대한항공은 자신들이 항공기 안전을 별로 심각하게 생각하지 않는 항공사라는 이미지가 고착되는 걸 별로 두려워하지 않는 건가. 도대체 무슨 배짱이지.

후진 거리가 ""10미터도 안 됐다""라. 그게 안전불감증이야. 규정 없인 5cm도 이동하면 안 된다고."
227,"[항공기 결함 3년간 140여 건 대한항공이 최다] 지난 3년간 국내 항공사 비행기에 140여 건의 결함이 발생. 대한항공 64건, 아시아나 41건, 제주항공 14건 순.http://twr.kr/KQd2 "
228,델타항공강추.한국출발이면 한국말로 서비스 해주는게 당연하다 생각했고 한국산 물품을 썼으며 음식도 매번 한식이 포함됐었고 모니터도 아주 다양했고 한국항공사들 젊고 이쁜 아가씨들 보기 안쓰러운데 델타는 노련하고 젊잖았다.또 마일리지가 대한항공으로 연계된다
229,아시아나 대한항공 등 7개 항공사는 세월호참사에 따른 불안으로 학생단체항공권을 취소할 경우 이달말까지 국내 전 노선에 걸쳐 수수료를 받지 않습니다. 이스타항공도 학생 단체예약 취소수수료를 면제해주기로 했습니다. 
230,"비행기 타는 동안 어쩔 수 없이 꺼둬야 했던 휴대용 전자기기, 이제 대한항공, 아시아나항공, 진에어 3개 항공사를 이용할 때는 휴대용 전자기기 사용이 가능합니다. http://korealand.tistory.com/2999 "
231,"모레부터 비행기 이착륙 때도 전자기기 사용 다음달 1일부터 대한항공, 아시아나항공, 진에어 등 3개 항공사 비행기를 타면 이착륙 때도 휴대용 전자기기를 사용할 수 있어 음성통화나 문자메시지 데이터 송수신은 여전히 금지돼"
232,"대한항공 등 국내 대형 항공사에 대해 소비자가 불만족하는 점은 항공료인것으로 나타났습니다. 시장조사전문기관 조사 결과, 대형 항공사에 대한 불만족 요인으로 61.7%가 항공요금이 저렴하지않다는 점을 꼽았습니다. http://bit.ly/1cm5OaY "
233,## 항공사 측은 '원하는 승객한테 밤 8시대 대한항공 또는 아시아나 편을 타게끔 해주고 20만 원 씩 보상한다는 입장을 밝혔다'는 내용입니다.
234,"스위스, 대한항공 등 11개 항공사에 128억여원 벌금 : 지난 2000~2005년 일부 항공사들이 미국으로 가는 항공화물의 요금, 연료 할증비, 전쟁위험 부담금, 세관 통과비용, 커미션 등 담합 행위 적발 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20140110185700088&source=http://www.twitter.com  "
235,"대한항공이 선보이는 세계 최고급 샴페인, 페리에-주에가 일등석 및 프레스티지석에서 제공됩니다^^ 명품 항공사로 거듭나기 위한 최고급 서비스, 기대해주세요 기사 보기 >> http://me2.do/G4B88wKK "
236,"북극항로를 이용해 미주 노선을 운항하는 항공사들이 승객들이 노출되는 우주방사선량을 공개키로 했습니다. 대한항공은 지난달부터 홈페이지에 방사선량을 공개하고 있고, 아시아나도 18일부터 공개할 예정입니다.  http://goo.gl/zgo7qi "
237,"일본의 기내식 모음 사이트도 있어요. 이미지 퀄리티는 여기가 더 좋은 듯 해요. 일본어를 몰라도 옆의 항공사코드를 보고 확인할 수 있죠. 대한항공 KE, 아시아나 OZ http://www.kinaishoku.com/ "
238,"반나절 전에 스티브 바이가 대한항공이 기타를 부숴먹었다고 https://twitter.com/capcold/status/363036288330379264   페북에 올린 바 있었는데, 방금 https://twitter.com/NudeModel/status/363173131969511425   그게 다른 항공사였다는 보도가 등장."
239,"1983년 이후 집계한, 가장 위험한 항공사 탑10: http://finance.yahoo.com/news/worlds-10-most-dangerous-airlines-171840401.html   1위는 차이나 에어라인. 대한항공이 5위로 이름을 올렸습니다."
240,"대한항공에서 운영하는 진에어항공사 항공특가!http://goo.gl/gcuuq  7월6일부터 7월18일 제주여행 항공권 핫특가,2013여름 제주도,착한가격으로 떠나보세요~"
241,그 외 대한항공에서 볼만한 것으로는 뽀로로가 있습니다. 타 항공사에 비해 대한항공에서 유아동의 울음소리가 상대적으로 적은 것은 모두 닥치고 뽀로로느님에 경건하게 집중하고 있기 때문입니다.
242,"대한항공 기내서 20대 여성 승객 2번 성추행 ""항공사 일 커질까 쉬쉬""의혹 파문.   http://j.mp/165mG7C "
243,"매순간이 땜빵질 ""@du0280: 김병관이 KMDC 관련설을 숨기려 미얀마 출국기록을 '미상'으로 국회에 제출했다가 들통나자 대한항공이 '영세항공사'여서 자료제출이 미흡했다고 변명. http://j.mp/13dB64u  이젠 아이큐까지 의심됨~"""
244,"국제적으로 3개의 항공사 연합이 있습니다. 대한항공이 소속된 스카이팀, 아시아나가 소속된 스타얼라이언스, 그리고 원월드입니다. 세곳 모두 세계일주 할인항공티켓을 판매하는데, 스카이팀과 스타얼라이언스는 이동거리로 계산하며 원월드는 비행횟수로 계산합니다."
245,"국내선 6개 항공사(대한항공 아시아나항공 진에어 제주항공 이스타항공 티웨이항공)의 항공권을 실시간 조회 예약할 수 있는 원스톱 예약 시스템을 개발, 21일 오전 10시부터 서비스를 실시-> http://webtour.com "
246,"대한항공이 '녹색 생태공원' 조성, '꿈의 도서실 기증' 등 중국 내에서 펼쳐온 다양하고 지속적인 사회공헌 활동을 인정받아 중국 유력 일간지  베이징완바오(    )'선정  최우수 사회공헌 항공사'를 수상했습니다. http://bit.ly/VNsv34 "
247,"대한항공, ' 아시아 최고 항공사', ' 최고 광고캠페인 항공사' 등 4개 부문 수상 http://bit.ly/TQoh9R "
248,DB 프랑크푸르트공항역에서는 터미널 연결통로에 체크인 데스크도 있다. 루프트한자가 20개인 옆에 타국항공사 20개 정도를 한 창구에서 담당하는데 대한항공도 포함. 눈에 잘 안 띄어서 이용객 거의 없는 가운데 일찍 짐 보내버리고 앞자리 배정...
249,"공정위, ""대한항공 몽골 노선 독점 유지"" 공정거래위원회는 대한항공이 몽골의 항공사와 짜고 인천-울란바토르 직항노선의 독점적인 지위를 유지해 온 사실을 확인해 시정명령을 내렸다고 밝혔습니다. http://j.mp/LwiKx6 "
250,기내식 사진만 모아놓은 일본블로그. 물론 대한항공과 이시아나도 있음. 항공사명이 일본어이지만 항공사코드도 함께 있으니 해외여행갈때 조금 참고가 될지도. http://www.kinaishoku.com/ 
251,"작년 저가항공 '고공행진' 이용자 1000만명  http://bit.ly/zh2mUl   국내 저가 항공사들의 비수기 초특가 운임이 대한항공의 3분의 1 수준인 것으로 나타났다. 경쟁력을 바탕으로 지난해 저가항공 이용자가 1,000만명을 돌파했다."
252,월드 트래블 어워즈 2011 그랜드 파이널에서 대한항공이  세계 최고의 혁신 항공사(World's Most Innovative Airline)상'을 받았습니다! ^_^* http://twitpic.com/865rrx 
253,"소비자원 조사 결과 소비자만족도가 가장 높은 저가항공사는 '티웨이항공', 가장 낮은 항공사는 대한항공 계열사인 '진에어' http://bit.ly/xjF2ry "
254,"한국 항공수출 물량의 80% 이상은 전기전자제품(무역협회, MTI분류기준), 한국 항공사의 매출액 30%는 화물운송에서 나옴(대한항공 33%, 아시아나 27%). 결론적으로 IT의 턴어라운드를 놓쳤다면, 항공의 턴어라운드를 따라가는 건 어떨까. 생각중"
255,서울시(@seoulmania)와 뉴욕시(@nycgov) 간의 공동 마케팅 파트너십을 기념하여 협력항공사 대한항공이 합리적인 가격으로 서울과 뉴욕을 연결합니다~! :) 자세한 내용은: http://bit.ly/nfM6FW 
256,"현재 시각 새벽 1시, 팔라우에서 귀항하는 대한항공 비행기가 16시간 지연됐는데 합리적인 설명을 해줄 수 있는 책임자는 공항에 나와있지도 않고 고객센터에 연락하라고만 합니다. 앞으로는 항공사 선택에 더욱 신중을 기해야 할 듯 하네요."
257,"항공업계,  요금 더 받는  성수기 늘려 http://j.mp/lzafMu 올해 휴일과 휴일 사이의 평일인 샌드위치 데이가 늘어나면서 항공사들이 성수기 기간을 연장했습니다. 대한항공은 지난해보다 성수기 기간을 19일, 아시아나항공은 27일 늘렸습니다."
258,항공사들이 슬그머니 성수기를 늘려 사실상 요금 인상 효과를 유발하고 있습니다. 올해 대한항공과 아시아나항공의 성수기는 1년의 20%가 넘는 총 76일입니다. 5일 중 하루가 성수기인 셈. http://bit.ly/k3GGEA
259,대한항공은 기내면세점을 설치하는 최초의 항공사. 좌석 13개의 공간을 들어내고 설치. 면세품 구매력이 높은 한국인 승객 고려. 면세점 설치업체는 AIM. 5개 진열장으로 무게는 130kg. 총 64개 아이템 진열.
260,"대한항공과 아시아나가 일본-한국간 항공권 가격을 엄청나게 올렸다는 루머는 사실이 아니며, 공항에 가서 당일 티켓을 티케팅하는 가격과 몇달 전 예매 가격의 차이를 몰라서 발생한 해프닝이라고 합니다.물론,두 항공사가 한시적 할인을 하기를 바랍니다."
261,현재 대한항공의경우 출발가능한 상태이긴 하나 출발이 미정이라고 합니다. 다른항공사들도 상황이 비슷하다고 합니다 또한 나리타 공항 근처에 임시 대피소에 계신분도 있다고 합니다.
262,"미국 항공사를 민망하게 만드는 9개의 대단한 외국 항공사들이라는 기사. 6,7위에 대한항공,아시아나가 랭크. 변함없이 싱가폴 항공이 1위. 미국 비행기 타보시면,얼마나 멋진 서비스의 국내 항공사들인지 느끼실겁니다 http://read.bi/fI8Vu9"
263,"비행기 자주 타는 분들, 참고하시길! 항공사 마일리지 분석 #01 - 대한항공 마일리지 프로그램 ""스카이패스(Skypass)"" - 스카이팀 
http://bit.ly/dj3l8D"
264,"아시아 최대 저가 항공사인 '에어 아시아 엑스'가 11월부터 국내에 취항을 한다고 합니다. 인천-쿠알라룸푸르 편도 운임을 최저 6만원부터 최대 30만원대로 제시했다는데, 대한항공 동일 노선 운임보다 '절반 이하' 수준이라고 합니다."
265,"어제 제주공항 결항에 대해 대한항공 서비스 수준을 알수 있었다. 그들이 생각하기엔 economy 고객들은 덜 중요할 수는 있겠지만, 아시아나나 다른 저가 항공사들에 비해 그 어처구니 없는 태도는 다시는 대한항공을 이용하지 않겠다는 다짐을 만들었다."
266,저가항공 부도 이유에 또 다른 이유가 있음을 밝혀졌다. 바로 대형항공사의 불공정행위다. 대한항공과 아시아나항공이 저가항공사의 시장 진출을 의도적으로 저지 http://bit.ly/dcxuKJ
