,title,content
833,항공사 지상직학원 다니고 합격한 생생스토리,^_^ 이번에 항공사 지상직 합격하여 열일하고 있는 이O영 학생의 후기를 투척할게요~~~! ------------------------------------------------------------------------ 항공사 지상직학원 다니고 합격한 후기를 작성해 보겠습니다. 제가 내성적인 성격이라 이런 글을 처음 작성해 보기 때문에 어떻게 작성해야 하는 거고...
834,일본 여행에 빠질 수 없는 요소! 항공사 전격 비교 -   일본 항공사 편,"항공사 전격 비교 -   일본 항공사 편 안녕하세요, 시사일본어사 대학생 기자단 12기 백경령입니다^^ 4월 초인 지금, 밖에는 한창 벚꽃이 피고 있습니다. 여러분께서는 다들 가족, 연인, 혹은 친구들과 벚꽃 놀이 많이 갔다 오셨나요? 저는 아직 가지 못했는데요. :)  벚꽃 하면 생각나는 게..."
835,항공사 일반직 알아보기,"오늘은 항공사 일반직에 대해 알아보려고 합니다. 대부분 지상직라는 직업을 생각하면 인천이나 김포 국제공항을 떠올리곤 합니다. 하지만 항공사에는 공항에서의 업무 뿐만아니라 기획, 인사, 탑승수속지원, 수하물운영 등등! 정말 다양한 업무를 담당하고 있습니다. 공항근무 이외 사무실에서..."
836,중국의 위협에 굴복한 항공사에게 불이익을 주려는 대만정부,"Published by 자유여행 길라잡이 힌클랑 호텔,항공사에 경고중인 중국 중국 정부가 아메리칸 에어라인, 유나이티드 항공에 공문을 보내 홍콩,마카오... 상기 항공사및 호텔외에도 대부분의 메이저 항공사및 호텔에 같은 내용을 통보했고 대부분 중국의 요구를 수용했습니다 중국의 위협에 굴복한..."
837,국내 신규 저비용항공사(LCC) 3곳 날아오른다,"이번에 정부가 국내 신규 저비용항공사(LCC, 이하 저비용항공사라 함) 3곳을 새로이 선정했다는 소식입니다. 신규윤송사업자에 선정된 항공사는 1. 플라이강원 -. 강원 양양국제공항을 기반으로 중국, 일본, 동남아 등 25개 취항을 계획, 자본금 378억원, 2022년까지 항공기 9대를 도입예정 -. 국내외..."
838,항공사 지상직학원 에서 소개해드리는 합격생후기,항공사 지상직학원 에서 소개해드리는 합격생후기 안녕하세요^^ 크루팩토리 항공사 지상직학원 지나 쌤이에요 요즘 따라 보안검색요원을 지원하고 싶어 하는 분들이 많더라구요 아무래도 비전도 있을 뿐 아니라 연봉도 높은 편이어서 점점 인기가 높아지는 것 같네요    스펙이나 자격기준에...
839,항공사 지상직승무원학원 수강생의 생생후기,높아요 항공사가 원하는 자격증과 능력들을 갖추기위해서는 정확한 컨설팅과 관리가 필요하다고 생각해요 하지만 취업과 연관되어있기 때문에 학원선택에 있어서 조심스럽고 신중해 지실꺼라고 생각이 되요 그렇다면 항공사 지상직 승무원을 목표로 하고 지원하는 분들은 위해 어떤 점을...
840,[인천공항 외투보관] 항공사부터 짐보관 업체까지 총정리!,"각 항공사에서, 혹은 인천공항에서 외투보관하는 방법을 모옹땅 정리해서 말씀드릴게요. <1> 아시아나 외투보관 국내항공사 중 가장 오래된 코트룸 서비스다. (출처: 아시아나 항공) 아시아나에서 12월 1일부터 2017년 2월 28일까지 국제선 탑승객 외투보관 서비스를 시행합니다. 왕복편으로..."
841,홍콩) 홍콩 취항 항공사 총 정리 :),취항하는 항공사를 소개시켜 드리고 싶어요   절대 인천-홍콩 노선 전체를 취항 하는 항공사가 아닌 지극히 제가 알고있는 지식안에서 소개하는 포스팅입니다.   사진을 누르면 해당 항공사 홈페이지로 이동할 수 있어요     직항편 1. 대한항공 우리나라 대표 항공사 대한항공이에요 하루에도...
842,"셀카 안 찍어 준다,항공사 여승무원 폭행 베트남 청년",않는다며 항공사 여승무원을 무자비하게 폭행하는 일이 벌어졌다.24일 일간 뚜오이쩨에 따르면 사건은 전날 오후 베트남 중북부 타인호아 성에 있는 토쑤언 공항에서 발생했다. 현지 청년 3명이 친구를 배웅한 뒤 베트남 저가 항공사 비엣젯의 여승무원에게 단체 사진을 찍어달라고 요구하고...
843,항공사 코드 Airline Code 총정리.,IATA에서 부여한 각 항공사 별 고유 코드입니다.공항코드(도시코드)는 3글자인 반면에항공코드는 모두 2글자로 통일합니다.보통 알파벳... CODE 항공사 CODE 항공사 CODE 항공사 AC 에어캐나다 KE 대한항공 SQ 싱가폴항공 AF 에어프랑스 OZ 아시아나항공 TG 타이항공 AY 핀에어 BX...
844,항공사 영어면접 및 영어인터뷰 TIP by 화상영어3000톡,"안녕하세요~ 어제 항공사 중반기 채용과 더불어 영어면접을 소개해 드렸는데 하루만에 연락이 많이 오시더라구요    준비하시는 분들 모두 다 화이팅!!입니다 그래서 오늘도 어제에 이어 항공사 영어면접 및 외항사 인터뷰에 대해 조금더 알아볼까 해요   Unsplash, 출처 Pixabay..."
845,"북유럽 스웨덴 스톡홀름 출장, 내가 사랑하는 항공사 Norra",Norra 항공사를 이용해 본 적이 있는가? 노라는 이름 만큼이나 내가 사랑하는 항공사중의 하나다. 스웨덴에 살때부터 노라의 디자인은 강렬하게 다가왔고 북극 항로를 담당하는 이미지 때문이라도 노라는 신비하고 깨끗했다. 운영하는 항공기의 대부분은 터보 프로펠러 항공기를 운영하며 캐나다를...
846,"호주 항공사 콴타스 항공 후기, 홍콩 환승해서 시드니로!",오늘은 좀 생소한 호주 항공사 콴타스 항공 후기를 포스팅해 볼게요~ https://blog.naver.com/naya730/221226758940 아시아나 항공은 인천과 홍콩 구간에서... 또 타게 된다면 기피하는 항공사는 아니에요. 걱정 많이 했는데 괜찮은 항공사였어요~ 그럼 이제 시드니 여행 후기 시작합니다!
847,일본여행 저렴한 항공사::진에어 식사&편의시설,안녕하세요 날개달린땡맘이예요~ 이제 앞으로 한동안은 일본 여행기를 차곡 차곡 써 내려갈텐데요      오늘의 테마는 저가 항공사 '진에어'에 대한 이야기 입니다~ 이번 팀이 인원도 꽤 있고요 그리고 가까운 일본이라 특별히 비싼 항공사 끊기가 아까워서 저렴한 항공사로 '진에어'를...
848,보잉 737 맥스 전세계 오더 리스트 ! 보유 항공사 살펴보기....,보잉 737 맥스 전세계 오더 리스트 보잉 737 맥스 에 대한 중국의 운항금지 명령이 내려질지 여부가 촉각인 가운데 보잉 737을 운영하고 있는 항공사와 주문회사 리스트를 올려봅니다. 보잉 홈페이지 보잉 737 맥스는 장점이 많은 항공기로 많은 항공사...
849,중동 항공사 3사의 샐러리 비교,기본적으로 외국항공사 승준생이라면 이미 중동에 있는 메이저 회사들의 샐러리는 대략 알 것이다. 다음은 중동 3사의 샐러리 비교이다. 샐러리는 각 달에 몇시간 비행했는지와 레이오버가 어디였는지에 따라 많이 다르다....
850,"호텔, 항공사, 여행사 일본취업을 준비하는 전문학교","항공사, 여행사에서 필요로 하는 지식을 가르치고, 취업을 적극적으로 지원하는 전문학교, 호스피탈리티 투어리즘 전문학교를 안내합니다. 외국인 유학생의 일본 취업률이 90% 이상인 호스피탈리티 투어리즘 전문학교는 호텔과, 관광과, 에어라인과 등이 있습니다. 확실하게 일본의 호텔, 항공사..."
851,외국항공사 지상직 취업 준비 방법 알아볼게요!,외국항공사 지상직에 관심 있는 학생들을 위해 채-용형태를 설명하고 실제 상담후기를 들려드릴게요. 우선 외항사 사무직의 채.용형태를 보면 지사와 GSA/ GHA가 있는데요 외국항공사가 우리나라에 운항을 하기 위해서 한국에 지사를 설립해서 운영하게 되는데 요즘은 지사뿐만 아니라 GSA...
852,#1054 중동항공사 크루의 미국 비행,중동항공사의 #미국비행 은 대부분 아침 일찍 시작한다. 대부분 승객 프로파일이 인도나 인도 옆나라들 승객들이기 때문에 이들의 환승 시간을... #중동항공사크루의미국비행 여기서 벗어나질 않는다 - P.S 간혹 미국에서 한식당 가서 감동의 눈물을 흘리며 폭풍 흡입하는 경우가 추가 될 수 있다.
853,최고의 병신 항공사 티웨이,진짜 티웨이항공사 열받네. 지금 전화와선 돌아오는 날 비행기도 결항됐다고 12시 진에어로 바꿔준단다. 시~~발~~~!!! 일정이 두시간이나 땡겨지면 두시간이나 더 부지런하게 움직여야되잖아. 아침에 좀 여유있게 준비하고 커피 좀 마시고 갈랬는데 이런 병신 항공사땜에 계획이 다 엉그러지네....
854,[더 밸런스윔]아름다운 힐링수영 /아시아나 항공사 승무원수영 테스트/ 단기 속성...,[더 밸런스윔] 마스터코치 민트 최유리 이번에 아시아나항공사 승무원 수영테스트를 준비하는 K양의 교육영상과 후기 인터뷰영상입니다. 위에... 스튜어디스 #항공사수영시험 #공무원수영실기 #예쁘게수영하기 #해군 #해경 #해병 #군입대준비수영 #다이빙 #전방주시 #저항 #부력 #프리다이빙 #스테틱...
855,[영문이력서 첨삭] 외국항공사 - 카타르항공 에미레이트항공 - CV 첨삭 후기,"  승무원 & 기업 영어 면접 과외 강사   대기업, 중견기업, 관공서 임직원 비지니스 영어 & 영어회화 출강 강사   카타르항공 퍼스트-비지니스 클래스 승무원   의료 영어 통번역   고교 & 대학교 졸업 #슈잉글리쉬 #외항사채용 #외국항공사채용 #카타르항공 #카타르항공채용 #카타르항공면접..."
856,승무원과외 / 아는 것이 힘!! 설연휴 항공사들의 특별한 이벤트,설 연휴 높은 예약률 이번 설 연휴 좌석 예약률이 평균 80% 넘어서며 항공사들이 연휴내내 바쁜 일정을 보내고 있다고 합니다. 대한항공의 경우... 출처 : 대한항공 명절 연휴를 겨냥한 이벤트 앞으로도 명절 연휴를 겨냥한 특가 상품과 이벤트를 내놓는 등 항공사들의 경쟁이 더욱 치열해질 것으로...
857,화산 재분화 가능성 항공사엔 항로 변경 지시,"인도네시아 재난당국은 항공사에 화산재의 영향을 받는 지역을 피해 비행 경로를 재설정하라고 주문했습니다. 항공교통관제기관인 에어나브(AirNav) 인도네시아의 운항 관리자는 이번 항로변경 지시로 ""호수 싱가포르 중동 방면 국제선을 포함해 항공편 20~25개가 영향을 받았다""며 ""비행..."
858,"외국 항공사 승무원 준비 과정과 면접 준비, 합격 스토리 입니다.","외국계 국영회사, 외국 항공사 승무원이 되기까지 얼마나 열심히 공부를 했는지 흔적들이 있답니다. 외항사 승무원을 준비하면서 매일 5시간씩... 외국 항공사 면접 기출문제를 주제별로 분류해서 기출 문제마다 답을 달면서 영어 공부를 했어요. 승무원을 얼마나 간절히 원하고, 공부를 했는지..."
859,[영문이력서 첨삭] 외국항공사 - 카타르항공 CV 첨삭 후기 - 해외 오픈데이 지원 예정자,국내 항공사만 지원해 왔지만 외항사에 더 관심이 커져 외항사 준비를 시작했다고 합니다~ 원래 지원자님의 CV 폼 자체는 깔끔한 정석의... 외국항공사 승무원 채용에 처음 지원하시는 분들 스스로 작성한 CV에 아쉬움을 느끼는 분들 여러 항공사 지원에도 계속 서류 합격을 하지 못하시는 분들...
860,"올 성수기, LCC의 경쟁 저비용 항공사 각종 프로모션 소개","올 여름 저가 항공사들의 프로모션에 관한 이야기 인데요. 참고하시면 좋을 것 같습니다. 항공업계 최대 성수기가 다가오고 있지요. 이에 발빠르게 저가항공사들이 각종 이벤트를 선보이고 있는데요, 각 항공사들은 다양한 할인 항공권과 프로모션을 통해 고객을 선점하겠다는 전략인 것..."
861,저렴한항공권 항공사프로모션 골든타임,저렴한항공권 항공사프로모션 골든타임 정말 요즘 많은 사람들이 해외여행을 다녀옵니다 기존과는 많은 추세가 다른모습.. 예전에 정말 형편이... 소게된 항공사골든타임 항공사프로모션 이다 즉.. 저렴한 항공권 저가항공사 또는 항공권을 싸게 구입하는방법 항공사별프로모션이 있지만 1주일중...
862,[항공사복지] 에미레이트 항공사 복지,"에미레이트 항공사 복지 안녕하세요. EY출신 웨딩플래너 달달입니당 :-) 저번에 에미레이트 지원 팁에 이어 이번에는 항공사의 복지에 관련해서 알려드리려고 해요. 항공사에 나온 자료이니, 승무원의 꿈을 꾸는 여러분에게 좋은 정보이자 힘을 낼 수 있는 원천이 되지 않을까 싶어서 이렇게..."
863,항공사는 봉이 김선달? 미국식 초과예약의 경제학 비즈니스인사이트,"  omarprestwich, 출처 Unsplash 미국 항공사들은 수요가 많으면  초과 예약(overbooking) 이란 방식으로 정해진 좌석보다 조금 더 많은 좌석을 판매한다.... 그런데 미국 항공사는 이미 다 팔려 없는 좌석을 버젓이 팔아 놓고 탑승 직전에 승객에게 다음 비행기를 타라고 하니, 이건 김선달보다 더한..."
864,"2019년, 항공사의 내 마일리지가 사라진다?!","2019년, 항공사의 내 마일리지가 사라진다?! 2008년부터 마일리지 유효기간이 도입되었습니다. 그에 따라 대한항공은 2008년 7월, 아시아나항공은 2008년 9월 이후 적립한 마일리지부터 10년의 유효기간을 적용하여 바로 내년 2019년 1월 1일부터 항공사의 내 마일리지가 소멸된다는 사실, 알고..."
865,항공사 승무원들도 인정한 사이판 맛집,항공사 승무원들도 인정한 사이판 맛집 사이판 여행 둘째날의 일정을 마무리한 나와 G군은 저녁을 먹으러 시내로 출동!한다. 사전에 먹을만한... 이곳은 항공사 승무원들 사이에서도 입소문난 유명한 사이판 맛집이라고~ 실제로 우리는 이 곳에서 저녁을 먹고 있던 승무원들 몇명을 발견할 수...
866,"페루 초저가 항공사 추천 - 비바에어(리마, 쿠스코),주의할점",그런데 이런 고민을 어느정도 해결해줄 초저가 항공사가 취항했습니다. 바로 Vivaair 입니다. http://www.vivaair.com.pe       하지만 조심해야할 점이 몇군데 있으니 꼭 확인바랍니다. 비바에어 메인화면입니다. 8월 10일자 검색화면입니다. 리마 쿠스코 편도가 41.6불입니다. (짐 추가하면...
867,[인천여행] 인천공항 제2여객터미널 항공사/택시/버스/주차장,"4 항공사를 이용하실 수 있구요 이를 제외한 모든 항공사는 제 1여객터미널에서 만나보실 수 있으니 참고하시기 바라요 대한항공, 에어프랑스, 델타항공, KLM네덜란드항공 중에 대한항공을 제외한 3 항공사가 F 카운터만을 이용하구요 대한항공이 A-H까지 전부를 사용해요      제 2..."
868,국내취항 저가항공사(저비용항공사 LCC) 정리 Ver 1.0,"그 이후로 아시아권에도 이지젯, 라이언에어 같은 저가항공사들이 생기면 여행다니기 좋을텐데..하는 생각을 종종했었는데 그런 꿈이 조금씩 현실화되고 있습니다... 아무튼 우리나라도 요 몇년 사이 저가항공(이라고 하면 본인들이 안 좋아하고, 저비용 항공사란 표현을 많이 쓰더군요)이..."
869,항공사도 잘 모르는 탑승객의 권리 5가지!!,"최근 '항공사가 숨기는 탑승객의 권리 10가지!'라는 기사가 관심을 끌었다. 항공사측에서 피해를 본 승객들에게 마땅히 주어야할 배상을 피하기 위해, 승객들에게 말해주지 않는 내용이다. 일단 내요을 알고나면 억울하게 항공사에 부당한 이익을 주고 승객이 손해를 보는 것을 막을 수 있다. 물론..."
870,항공사 신기종 취항 이벤트 or 퇴역 이벤트,"미국 항공사는 당연하고 일본 항공사나 캐세이 퍼시픽도 이런 이벤트 하던데 https://youtu.be/CoLkV-ZPYv0 ' 대한항공이나 아시아나항공은 이런 이벤트에 참 인색한 듯 세계 최초 취항 그런 것은 거의 없겠지만 그래도 대한항공 같으면 봄바디어 CS300이나 B787-9, B747-8i 아시아나항공은 A350..."
871,[해외여행]플라이비 항공사 탑승기 뒤셀도르프발 버밍엄행,"영국 갈때 이용한 항공사는 플라이비(Flybe)라는 항공사였다. 처음에는 다소 생소해서 찾아보니 꽤 유명한 저가 항공사였다. 아래는 위키 백과의 일부. 플라이비(영어: Flybe)은 영국의 저비용 항공사이자 지역 항공사로 허브 공항은 벨파스트 인터내셔널 공항, 블랙플 인터내셔널 공항, 카디프..."
872,일본 스카이마크 항공사 17년 일본 국내선 정시운항 1위 (TV Tokyo WBS 20180731...,화요일 밤에 TV Tokyo의 간판 경제 프로그램인 WBS World Business Satellite에 스카이마크가 경영 파탄을 딛고 일어나 작년에 일본 국내 항공사 12개사중에 정시운항율이 재작년 11위에서 1위로 올라섰다는 보도가 나왔다 보도 내용을 보니 정시 운항을 위해서 1) 정직원들인 승무원과 정비 인원들이...
873,"""대만 표기 바꿔라"" 중국 압박에 외국 항공사들 굴복 미국만 맞서","중국 정부가 전세계 항공사를 대상으로 대만을 중국 자치령으로 표기할 것을 강력히 주문하고 있는 가운데 미국 정부가 이에 적극적으로 제동을... 외국 항공사 36곳에 공문을 보내 대만과 홍콩, 마카오가 중국과 다른 국가로 인식될 수 있는 표현들을 삭제하라고 요구했습니다. 중국의 요구는..."
874,브렉시트와 저가항공: 이지젯(Easyjet)의 주가 폭락 그리고 유럽항공사의 고민,영국의 대표적 저가항공사(LCC) 이지젯(Easyjet)의 주가가 연일 하락하고 있습니다. 2016년 10월 6일 목요일 6%나 폭락한 이지젯 주가는 이제 1년... 더욱이 31년 최저로 떨어진 파운드화도 유로를 사용하는 경쟁 저가항공사 대비 비용 압박이 더 커지는 이지젯의 경쟁력을 떨어뜨리고 있다는...
875,돌아온 하반기 항공사 공채 시즌,"하반기 항공사 객실승무원 공개채용 시즌이 돌아왔다. 대한항공은 지난 6월 가장 먼저 하반기 신입 객실승무원 채용 절차에 돌입했다. 신입 200명, 경력직 100명 등 300명의 대규모 채용이다. 지난 상반기 공채에서 130:1이라는 치열한 경쟁율을 기록한 이스타항공은 상반기와 동일한 54명을..."
876,승무원 면접 답변 TIP - 저비용 항공사 이용후기 :),"결국 타 항공사를 이용하게 되었죠) 항공권 가격도 중요하지만.. 이왕이면 다양한 항공사를 이용해봐야 학생들한테 해줄 얘기도 있고 서비스에 대해 솔직하게 평가할 수 있을 것 같았으나,, 제주항공 이용은 실패    (하지만 제주항공은 이미 이 전에 많이 이용하기는해서....별로 아쉽진 않았음요!)..."
877,스카이팀 제휴항공사 대한항공으로 마일리지 적립 방법 (마일리지 공제표&적립율 체크!),"대한항공이 속해있는 항공 동맹체로 대표적인 항공사로는 에어프랑스, 러시아항공(아에로플로트), 체코항공, KLM네덜란드 항공사, 베트남 항공사, 델타, 가루다인도네시아 항공사, 중화항공, 중국 남방항공, 중국 동방항공사 등이 있다. 스카이팀 제휴항공사 탑승시 대한항공으로의 마일리지..."
878,[유익한 지식] 항공사가 숨기는 탑승객의 권리 10가지,[유익한 지식] 항공사가 숨기는 탑승객의 권리 10가지 1. 바우처 대신 현금으로 요구할 수 있다. 항공사 자신들이 잘못한 경우 대부분의 항공사는 바우처로 대신하려 한다. 항공사가 정원 외에 추가로 예약을 받아 자신의 탑승이 거절되었다면 분명 바우처로 미안함을 달려려고 할 것이다....
879,"[여행!꿀팁] 첫 해외여행, 항공사 수하물 규정 알아보기!","[여행!꿀팁] 첫 해외여행, 항공사별 수화물 규정 알아보기! 해외여행의 첫 스타트, 수하물 국제기준에 대해 알고계셨나요? 혹시나 모르고 짐을 싸서 공항에 갔다가 짐을 다시 정리하는 일 없도록! 미리 이용하고자 하는 항공사 수화물 규정을 확인하고 가는게 좋겠죠? 항공사가 많은 만큼 항공사별로..."
880,"모르면 손해, 항공사 숨은 이용 팁!","오늘은 사이버한국외국어대학교가 여행을 좋아하시는 분들에게 항공사 숨은 이용 팁을 공유해드리겠습니다. 미리 여행 계획을 세우고 있거나 항공편을 알아보시는 분들은 꼼꼼히 확인해보세요! Tip 1. 특별 기내식 사전 신청 항공사에서는 건강, 종교 등의 이유로 기내식을 드시지 못하는 승객을..."
881,[공항이용] 인천공항 제2터미널 변동된 항공사! 이용팁!,"작년10월 제2여객터미널을 이용하실 수 있는 항공사가 변경됬는데 아직 요 부분에 대해서 잘 안내가 안되어있는것 같아서 제가 포스팅해봅니당... 제2터미널을 이용할 수 있는 항공사는 무엇이 있나요? 작년 2018년 1월 18일 오픈 당시에는 대한항공, 델타항공, KLM, 에어프랑스 항공사만 이용이..."
882,[마케팅]파산위기 항공사에서 최우수 항공사로 : 스칸디나비아 항공사 이야기,"오늘 이야기해드릴 마케팅 이야기는 파산위기의 항공사에서 최우수 항공사로 바뀐 사례 스칸디나비아 항공사 이야기를 통해 알아보는진실의 순간(MOT)와 역피라미드 권한 입니다. 1980년, 지난 2년간 800만 달러의 적자를 기록한 스칸디나비아 항공사는 더 이상 미래가 없는 듯 보였습니다...."
883,[ 부산승무원과외 업튜~  ] 항공사 기업 조사 - 대한항공 PPT 자료 공유,"우리학생들은 각자 항공사 하나씩 책임지고 맡아서 이렇게 정보 공유하며 공부하고있어요 ~ 정말 시간 절약할수있고 효과적인 방법이라... 부산승무원과외,업튜,부산승무원과외업튜,대한항공,기업조사,항공사공부,항공사정보,대한항공피피티,대한항공조사,승무원준비,대한항공공부,피피티자료..."
884,에어부산 (298690) 공모 상장기업 청약 분석 / 영남 기반 저가항공사(LLC),저가항공사 상장 스토리를 보면 첫 단추는 제주항공이 끊었습니다. 당시에는 제가 분석글을 올리지 않던 시절이었죠. 저는 공모에 참여하여... https://blog.naver.com/dunkenleeda/221151192716 진에어 (272450) 공모주 청약 분석 / 국내에서 유일하게 대형기를 운영하는 선두권 저가 항공사 11월 대미를...
885,"아시아나항공-에어부산, NCSI 항공 저비용항공사 부문 1위 (증권일보.2019.03.20)",저비용항공사(LCC) 부문에서 각 각 1위를 달성하며 기염을 토했다. 아시아나항공은 19일 서울시 중구 롯데호텔에서 개최된 2019년도 NCSI 시상식에서  국내 항공 부문 에서 7년 연속  국제 항공 부문 에서는 5년 연속 고객만족도 1위 항공사로 선정됐다. 아시아나항공은 최신 항공기...
886,승무원 준비생들 주목! 2월 항공사 채용 총정리,"실제로 저희 학원에서 좋은 성적으로 졸업한 990어학원 졸업생분들이 승무원으로 여러 항공사에 취뽀 하기도 하셨구요 그래서 그런지 학원 내에 승무원, 항공사에 관한 정보가 정말 많답니다!! 강사님들도 항공사 취업, 승무원 준비에 관해 빠삭하시구요^-^ 에어부산 2월 채용 지원기간..."
887,"네바다주립대 항공서비스학과, 에어헬프 선정 세계 최악의 항공사","네바다주립대 항공서비스학과에서 에어헬프가 선정한 세계 최악의 항공사를 전해드립니다. 항공기 결항, 지연 등에 따른 승객의 배상 소송을 대리하는 업체인 미국의 '에어헬프(Air Help)'가 선정한 최악의 항공사 TOP6를 소개합니다. 최악의 항공사 1위는 아이슬란드의 '와우에어'입니다...."
888,중국항공사 승무원이 되고 싶나요? 동방항공의 한국인 승무원 채용이 감감무소식인 이유...,"중국어가 가능한 분, 중국에서 연수나 유학을 한 분들께서 많이 선호하시는 항공사가 바로 동방항공이죠. 중국 항공사 중 가장 많은 한국인 승무원을 채용하고 있고, 그럼에도 불구하고 높은 중국어 실력을 요구하지 않고, HSK4급만 취득하면 지원이 가능하며 또한 상하이 베이스로 외국에서 체류할..."
889,Mark Holtzman - 캘리포니아의 항공사진가,"하지만, 항공사진이 처음부터 그의 꿈은 아니었다고 한다. 대학에서는 음악을 공부하기도 했고, 해안인명구조원으로 일하기도... Cessna경비행기를 이용해 고객들이 원하는 항공사진을 제공해보려는 시도로, 1인기업을 차린것이었다. 우주왕복선 Endeavour호를..."
890,수천억 원 벌고도 적자인 항공사...이유는?,"이처럼 항공사들이 막대한 영업이익을 올리고도 당기순이익은 적자를 기록한 것은 바로 환차손 때문이다. 항공사는 수천억원에 달하는 항공기와 연료를 달러로 거래하는데, 주로 차입에 의존한다. 즉 막대한 규모의 외화부채를 가지고 있다. 따라서 환율이 오르면(원화가치가 떨어지면)..."
891,대만) 대만취항 항공사 총정리 !!,다코에요    진짜 오랜만에 글을 남겨요 이번 주제는 대만취항 항공사 총정리에요 ! 꽃할배로 인해 대만이 호감국가가 되면서 많은...     저는 항상 여행갈때 식도락+ 쇼핑에 투자를 많이 하다보니 숙소와 항공은 저가로 찾게 되더라구요 이번 포스팅 순서는 저가 항공사순이...
892,저가항공사... 부엘링항공 예약하는 방법,산티아고 순례길을 마치고 다음 목적지까지 비행기로 이동할 시 유럽 및 서부 지중해 연안 지역에 집중적으로 취항하는 저가 항공사... 12번까지 모두 마쳤다면 앞에 적은 멜 주소로 예약이 확정되었음을 알리는 위와 같은 메일이 온다 부엘링 항공사에서 보내온...
893,"에어아스타나, 저비용항공사 플라이아리스탄(FlyArystan) 출범",카자흐스탄 국적의 항공사 에어아스타나(Air Astana)가 내년 저비용항공사(LCC)를 선보일 전망입니다. 에어아스타나는 11월 7일(현지시각) 자사의 LCC 브랜드 '플라이아리스탄'(FlyArystan)을 공식 출범한다고 발표했습니다. FlyArystan은 A320 4대로 카자흐스탄 국내선을 먼저 취항할 예정이며...
894,고객과 다툼에 엇나간 '화풀이' 개인정보 유출한 항공사 직원,"개인 정보를 유출한 것은 한 대형 항공사 예약 담당 직원이었습니다. 이상엽 기자입니다. [기자] 지난해 4월, 밤새 낯선 남자들에게서 전화가... 아시아나항공사 측은 ""개인의 일탈행위를 전부 확인하고 통제할 수 없다""며 피해 여성에게 보상을 하려고 했지만 합의하지 못했다고 해명했습니다."
895,[미국] 동료에게 자신의 신장을 선물한 항공사 승무원,동영상보기 유나이티드 항공사(United Airlines)의 승무원 자일 리폴(Jair Ripoll)씨는 유전성 신장 질환(Hereditary kidney disease) 진단을 받은 후 신장을... 사실상 형제라고 해도 될 것 같네요.  스티븐씨에 따르면 유나이티드 항공사의 지원과 배려도 엄청난 것이었다고 했다. 수술 후 자신이 몇몇...
896,# 항공사 오버부킹(Overbooking)을 당했을 때 -,"분명히 체크인 시간도 지켰고, 티켓도 제대로 구매했는데 왜 제게 이런 시련이...   체크인 카운터에서는 항공사는 일정 수의 티켓을 over-selling할 수 있는 권한이 있다' 라며 항공사의 권한에 대해서만 되풀이해서 말했습니다. 알겠는데, 그럼 내 권리는? 합당하게 티켓 구입하고..."
897,항공사 채용 준비방법,"특히나 항공사 채용의 경우에는 지원할수있는 루프가 많기때문에 준비나 지원에 어려움을 느끼실수도 있습니다. 현재 항공사는 정말많은 채용이 있죠. 올해 상반기에 나왔던 서비스인턴과 일반직 그리고 상시로 진행되는 외항사와 GHA, GSA 그리고 일본현지공항채용까지! 처음으로 알아볼 항공사..."
898,비행기 몇 대부터 항공사에 규모의 경제가 발생할까요?,"""2001년부터 항공업계를 돌아보면, 300여개 항공사가 문을 닫았습니다. 그러한 항공사는 매우 쉽게 분류할 수 있습니다. 90%는 최소한의 몸집(critical mass)으로 보유 항공기 20대에 도달하지 못했습니다. 항공사는 투자를 이끌어 내기..."
899,항공사 마일리지 제대로 쓰기,"그 중 하나는 바로 '항공사 마일리지' 오늘 글채리는 보고서 쓰느라 지친 여러분을 살짝 달래줄 만한 항공사 마일리지 활용법을 가지고 왔답니다. 커피쿠폰보다 알차고 반가운 '항공사 마일리지'의 세계로 go go ! 먼저, 글채리가 항공사 마일리지에 대해 알려드릴게요! 비행기를 탄 거리만큼..."
900, 일본 워홀  에어부산 탑승 후기 : 오사카 대구 + 부산 오사카 with 저가 항공사...,"폴라이트빈이 생각하는 최고의 저가 항공사 . . . hello? Oh, my days. 한국에서 돌아온지 벌써 3일째. 드디어 에어부산 탑승 후기를 씁니다 :D . . . 먼저 폴라이트빈이 이용해본 한국의 저가항공사는 제주항공   진에어   에어부산 세곳이에요. 가장 자주 이용했던 곳은 제주항공이고 진에어와..."
901,항공사 6월 채용 공고,"취업포털 인크루트에서 대표 항공사들의 6월 채용소식을 전한다.> 오는 6월 22일(금)까지 대한항공 채용 홈페이지를 통해 지원할 수 있다.... 지원자격은 기 졸업자 또는 18년 8월 이전 졸업예정자로, 정비관련학과 전문학사 이상 자격 소지자 또는 항공사 항공기술요원 양성과정 수료자로서..."
902,[항공사 이용] 에어아시아:: 말레이시아 저가항공사 이용후기,하나투어를 통해 예약된거라 선택의 여지가 없었고 난 사실 저가항공사 / 저비용항공사 / 저가비행기에 대해서 잘 모르고 있었다. 난 솔직히 <에어아시아>라고 해서 '아시아권의 나름 이름있는 항공사' 인줄 알았다. 큰 오산이었다. 에어아시아 Air Asia 이용후기:: 솔직하게 남기는후기로서 지극히...
